13.462,1585702800.0
7.775,1585789200.0
5.996,1585875600.0
5.452,1585962000.0
4.934,1586048400.0
4.187,1586134800.0
3.715,1586221200.0
3.975,1586307600.0
4.776,1586394000.0
4.677,1586480400.0
5.147,1586566800.0
5.43,1586653200.0
5.504,1586739600.0
5.26,1586826000.0
4.739,1586912400.0
4.97,1586998800.0
4.978,1587085200.0
4.3,1587171600.0
4.194,1587258000.0
3.83,1587344400.0
3.35,1587430800.0
2.988,1587517200.0
2.797,1587603600.0
2.708,1587690000.0
2.733,1587776400.0
2.823,1587862800.0
2.817,1587949200.0
2.847,1588035600.0
2.867,1588122000.0
2.929,1588208400.0
3.032,1588294800.0
3.042,1588381200.0
3.169,1588467600.0
2.903,1588554000.0
2.644,1588640400.0
2.464,1588726800.0
2.587,1588813200.0
2.536,1588899600.0
2.485,1588986000.0
2.574,1589072400.0
2.446,1589158800.0
2.469,1589245200.0
2.45,1589331600.0
2.428,1589418000.0
2.316,1589504400.0
2.307,1589590800.0
2.302,1589677200.0
2.513,1589763600.0
2.366,1589850000.0
2.359,1589936400.0
2.344,1590022800.0
2.308,1590109200.0
2.347,1590195600.0
2.388,1590282000.0
2.322,1590368400.0
2.155,1590454800.0
2.076,1590541200.0
1.973,1590627600.0
1.957,1590714000.0
2.056,1590800400.0
1.958,1590886800.0
1.961,1590973200.0
1.914,1591059600.0
2.04,1591146000.0
2.132,1591232400.0
2.16,1591318800.0
2.113,1591405200.0
2.122,1591491600.0
2.083,1591578000.0
2.147,1591664400.0
2.155,1591750800.0
1.971,1591837200.0
1.964,1591923600.0
1.929,1592010000.0
1.986,1592096400.0
1.947,1592182800.0
1.957,1592269200.0
1.932,1592355600.0
1.847,1592442000.0
1.851,1592528400.0
1.91,1592614800.0
1.927,1592701200.0
1.84,1592787600.0
1.806,1592874000.0
1.861,1592960400.0
1.862,1593046800.0
1.708,1593133200.0
1.769,1593219600.0
1.726,1593306000.0
1.792,1593392400.0
1.738,1593478800.0
1.729,1593565200.0
1.754,1593651600.0
1.786,1593738000.0
1.815,1593824400.0
1.836,1593910800.0
1.86,1593997200.0
1.809,1594083600.0
1.768,1594170000.0
1.94,1594256400.0
1.87,1594342800.0
1.852,1594429200.0
1.934,1594515600.0
1.886,1594602000.0
1.866,1594688400.0
1.853,1594774800.0
1.929,1594861200.0
1.987,1594947600.0
2.042,1595034000.0
2.046,1595120400.0
1.944,1595206800.0
1.933,1595293200.0
2.059,1595379600.0
2.035,1595466000.0
2.027,1595552400.0
1.944,1595638800.0
2.052,1595725200.0
1.872,1595811600.0
1.966,1595898000.0
1.951,1595984400.0
1.908,1596070800.0
1.826,1596157200.0
1.856,1596243600.0
1.9,1596330000.0
1.892,1596416400.0
1.84,1596502800.0
1.81,1596589200.0
1.87,1596675600.0
1.868,1596762000.0
1.929,1596848400.0
1.879,1596934800.0
1.829,1597021200.0
1.849,1597107600.0
1.874,1597194000.0
1.916,1597280400.0
1.848,1597366800.0
1.84,1597453200.0
1.86,1597539600.0
1.741,1597626000.0
1.722,1597712400.0
1.778,1597798800.0
1.779,1597885200.0
1.739,1597971600.0
1.689,1598058000.0
1.74,1598144400.0
1.809,1598230800.0
1.727,1598317200.0
1.742,1598403600.0
1.701,1598490000.0
1.743,1598576400.0
1.765,1598662800.0
1.744,1598749200.0
1.684,1598835600.0
1.695,1598922000.0
1.706,1599008400.0
1.671,1599094800.0
1.657,1599181200.0
1.612,1599267600.0
1.666,1599354000.0
1.66,1599440400.0
1.617,1599526800.0
1.643,1599613200.0
1.651,1599699600.0
1.589,1599786000.0
1.601,1599872400.0
1.616,1599958800.0
1.657,1600045200.0
1.705,1600131600.0
1.695,1600218000.0
1.651,1600304400.0
1.67,1600390800.0
1.7,1600477200.0
1.704,1600563600.0
1.64,1600650000.0
1.655,1600736400.0
1.667,1600822800.0
1.658,1600909200.0
1.632,1600995600.0
1.579,1601082000.0
1.58,1601168400.0
1.628,1601254800.0
1.621,1601341200.0
1.615,1601427600.0
1.658,1601514000.0
1.604,1601600400.0
1.704,1601686800.0
1.703,1601773200.0
1.651,1601859600.0
1.744,1601946000.0
1.657,1602032400.0
1.647,1602118800.0
1.653,1602205200.0
1.626,1602291600.0
1.625,1602378000.0
1.606,1602464400.0
1.607,1602550800.0
1.673,1602637200.0
1.691,1602723600.0
1.659,1602810000.0
1.637,1602896400.0
1.686,1602982800.0
1.659,1603069200.0
1.637,1603155600.0
1.687,1603242000.0
1.679,1603328400.0
1.676,1603414800.0
1.68,1603501200.0
1.649,1603587600.0
1.655,1603674000.0
1.632,1603760400.0
1.635,1603846800.0
1.622,1603933200.0
1.602,1604019600.0
1.571,1604106000.0
1.611,1604192400.0
1.605,1604278800.0
1.613,1604365200.0
1.64,1604451600.0
1.607,1604538000.0
1.611,1604624400.0
1.608,1604710800.0
1.619,1604797200.0
1.601,1604883600.0
1.572,1604970000.0
1.589,1605056400.0
1.611,1605142800.0
1.616,1605229200.0
1.623,1605315600.0
1.633,1605402000.0
1.614,1605488400.0
1.597,1605574800.0
1.593,1605661200.0
1.6,1605747600.0
1.614,1605834000.0
1.637,1605920400.0
1.616,1606006800.0
1.601,1606093200.0
1.576,1606179600.0
1.52,1606266000.0
1.499,1606352400.0
1.487,1606438800.0
1.498,1606525200.0
1.537,1606611600.0
1.49,1606698000.0
1.48,1606784400.0
1.487,1606870800.0
1.558,1606957200.0
1.31,1607043600.0
1.309,1607130000.0
1.406,1607216400.0
1.374,1607302800.0
1.423,1607389200.0
1.394,1607475600.0
1.383,1607562000.0
1.403,1607648400.0
1.468,1607734800.0
1.45,1607821200.0
1.443,1607907600.0
1.416,1607994000.0
1.439,1608080400.0
1.444,1608166800.0
1.51,1608253200.0
1.513,1608339600.0
1.437,1608426000.0
1.478,1608512400.0
1.459,1608598800.0
1.453,1608685200.0
1.516,1608771600.0
1.509,1608858000.0
1.576,1608944400.0
1.619,1609030800.0
1.648,1609117200.0
1.648,1609203600.0
1.644,1609290000.0
1.607,1609376400.0
1.661,1609462800.0
1.645,1609549200.0
1.722,1609635600.0
1.632,1609722000.0
1.679,1609808400.0
1.713,1609894800.0
1.695,1609981200.0
1.715,1610067600.0
1.687,1610154000.0
1.708,1610240400.0
1.718,1610326800.0
1.688,1610413200.0
1.733,1610499600.0
1.771,1610586000.0
1.644,1610672400.0
1.695,1610758800.0
1.62,1610845200.0
1.68,1610931600.0
1.692,1611018000.0
1.682,1611104400.0
1.671,1611190800.0
1.681,1611277200.0
1.603,1611363600.0
1.657,1611450000.0
1.705,1611536400.0
1.687,1611622800.0
1.695,1611709200.0
1.587,1611795600.0
1.532,1611882000.0
1.522,1611968400.0
1.545,1612054800.0
1.528,1612141200.0
1.539,1612227600.0
1.531,1612314000.0
1.566,1612400400.0
1.566,1612486800.0
1.548,1612573200.0
1.537,1612605600.0
1.636,1612609200.0
1.542,1612612800.0
1.534,1612616400.0
1.602,1612620000.0
1.577,1612623600.0
1.56,1612627200.0
1.617,1612630800.0
1.691,1612634400.0
1.689,1612638000.0
1.688,1612641600.0
1.492,1612645200.0
1.47,1612648800.0
1.621,1612652400.0
1.692,1612656000.0
1.492,1612659600.0
1.436,1612663200.0
1.505,1612666800.0
1.46,1612670400.0
1.482,1612674000.0
1.45,1612677600.0
1.47,1612681200.0
1.5,1612684800.0
1.505,1612688400.0
1.47,1612692000.0
1.492,1612695600.0
1.381,1612699200.0
1.665,1612702800.0
1.499,1612706400.0
1.559,1612710000.0
1.669,1612713600.0
1.691,1612717200.0
1.5,1612720800.0
1.591,1612724400.0
1.51,1612728000.0
1.672,1612731600.0
1.607,1612735200.0
1.671,1612738800.0
1.67,1612742400.0
1.441,1612746000.0
1.441,1612749600.0
1.63,1612756800.0
